distribution,method,seed,rotation,base_dcor,rotation_dcor,difference
e,ZCA,0,66,0.1424130068609254,0.13444232400207234,-0.007970682858853051
e,ZCA,0,67,0.1424130068609254,0.12702672776568716,-0.015386279095238237
e,ZCA,0,68,0.1424130068609254,0.1331973131111637,-0.009215693749761694
e,ZCA,0,69,0.1424130068609254,0.1387226869832054,-0.0036903198777200052
e,ZCA,0,70,0.1424130068609254,0.12868084750826816,-0.01373215935265723
e,ZCA,0,71,0.1424130068609254,0.13523126849330652,-0.007181738367618873
e,ZCA,0,72,0.1424130068609254,0.12961730638226757,-0.012795700478657829
e,ZCA,0,73,0.1424130068609254,0.1451509781591891,0.0027379712982636972
e,ZCA,0,74,0.1424130068609254,0.13602150883089867,-0.0063914980300267266
e,ZCA,0,75,0.1424130068609254,0.13668915465335077,-0.005723852207574626
e,ZCA,0,76,0.1424130068609254,0.12596654318852735,-0.01644646367239805
e,ZCA,0,77,0.1424130068609254,0.13264472534860072,-0.009768281512324672
e,ZCA,0,78,0.1424130068609254,0.14403013721096183,0.0016171303500364387
e,ZCA,0,79,0.1424130068609254,0.13709248895954687,-0.005320517901378524
e,ZCA,0,80,0.1424130068609254,0.1362990950390811,-0.006113911821844287
e,ZCA,0,81,0.1424130068609254,0.13317661557531874,-0.00923639128560666
e,ZCA,0,82,0.1424130068609254,0.13332422344102401,-0.00908878341990138
e,ZCA,0,83,0.1424130068609254,0.13319837875393664,-0.009214628106988754
e,ZCA,0,84,0.1424130068609254,0.13224505373811793,-0.010167953122807466
e,ZCA,0,85,0.1424130068609254,0.13144680696011524,-0.010966199900810158
e,ZCA,0,86,0.1424130068609254,0.13010816406525968,-0.01230484279566571
e,ZCA,0,87,0.1424130068609254,0.12629713823603467,-0.016115868624890728
e,ZCA,0,88,0.1424130068609254,0.13930881793773067,-0.003104188923194723
e,ZCA,0,89,0.1424130068609254,0.13796037898642444,-0.004452627874500958
e,ZCA,0,90,0.1424130068609254,0.14108380978666712,-0.0013291970742582704
e,ZCA,0,91,0.1424130068609254,0.12552246544701756,-0.016890541413907834
e,ZCA,0,92,0.1424130068609254,0.13722532541902305,-0.005187681441902348
e,ZCA,0,93,0.1424130068609254,0.1371471183879058,-0.005265888473019592
e,ZCA,0,94,0.1424130068609254,0.12466014125146059,-0.017752865609464805
e,ZCA,0,95,0.1424130068609254,0.1363248202178624,-0.006088186643062987
e,ZCA,0,96,0.1424130068609254,0.13987047215826257,-0.0025425347026628298
e,ZCA,0,97,0.1424130068609254,0.13557996666304883,-0.006833040197876561
e,ZCA,0,98,0.1424130068609254,0.1357842743933513,-0.006628732467574089
e,ZCA,0,99,0.1424130068609254,0.13455894015776218,-0.007854066703163215
e,ZCA,1,0,0.1386905331704406,0.14211738868384832,0.0034268555134077117
e,ZCA,1,1,0.1386905331704406,0.1343342553943287,-0.0043562777761119165
e,ZCA,1,2,0.1386905331704406,0.13934187877129187,0.0006513456008512553
e,ZCA,1,3,0.1386905331704406,0.13700988806578157,-0.0016806451046590398
e,ZCA,1,4,0.1386905331704406,0.135305125042258,-0.00338540812818261
e,ZCA,1,5,0.1386905331704406,0.13101592054790254,-0.007674612622538074
e,ZCA,1,6,0.1386905331704406,0.13239977835653355,-0.006290754813907062
e,ZCA,1,7,0.1386905331704406,0.12812448433855428,-0.010566048831886332
e,ZCA,1,8,0.1386905331704406,0.13881107117713234,0.00012053800669173387
